Image ID,Human_Label,LLM_Label
en-Arabic-Meme-187,0,0
en-Arabic-Meme-187,0,0
en-Arabic-Meme-187,0,0
en-Arabic-Meme-187,0,0
en-Oppressive-Trans-Bro-194,1,1
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,1
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Oppressive-Trans-Bro-194,1,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Mexicans-On-A-Truck-200,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,1
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Confused-Muslim-Girl-216,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Policeman-221,0,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,1
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
en-Nia-China-272,1,0
